SimScore,ATavail,Class
0.6685447216390544,2,1
0.7166844390056163,2,1
0.6556796788924536,0,1
0.6474834814800303,2,1
0.6249597879517681,0,1
0.6935906356111851,2,1
0.6390076083338064,0,1
0.8763791781670484,2,1
0.8524223797421512,2,1
0.5215616587694184,1,1
0.7731114139051516,2,1
0.7301034907815258,2,1
0.7877051701623085,2,1
0.7264073320330253,2,1
0.7795675116688804,2,1
0.7539875205892284,0,1
0.5746719851022699,1,1
0.7775701834089038,2,1
0.8724564692180207,2,1
0.7556651047698983,2,1
0.8171529185727969,2,1
0.7181792057735689,2,1
0.7281780147963879,2,1
0.7692695608089417,0,1
0.7195741401020592,0,1
0.7532627256426183,1,1
0.8190782657467766,2,1
0.8743680873505402,0,1
0.6010370957998199,1,1
0.8448244796249806,2,1
0.812641636944387,0,1
0.7512139060961012,2,1
0.7293832581849059,0,1
0.900742522890031,0,1
0.6735267330486051,2,1
0.617375752867303,2,1
0.6718737642248719,1,1
0.668103225362901,2,1
0.7800879162254045,0,1
0.7552366752771746,2,1
0.6320730278535115,0,1
0.6739844263416772,2,1
0.7890211022576843,2,1
0.7827463536340613,0,1
0.7711148476719177,0,1
0.739813275900515,2,1
0.8323711924198267,2,1
0.6789300988123647,0,1
0.5605800123724548,1,1
0.7940168605250773,2,1
0.7069017070786956,0,1
0.7826248388178259,2,1
0.8092850547213762,2,1
0.7464394144191661,0,1
0.717176454504272,2,1
0.8270203898414951,2,1
0.6669112024532421,0,1
0.6239433445731887,0,1
0.8139693584957246,2,1
0.5776342380978865,0,1
0.6469599462479638,2,1
0.664885220520698,2,1
0.7229034387262461,2,1
0.7051707803478835,1,1
0.7221519337167414,2,1
0.8643289180901468,1,1
0.3896808653736348,1,1
0.8433125096847789,2,1
0.6378961620215878,0,1
0.669240409570299,0,1
0.5418793450539553,0,1
0.4143187337417356,2,1
0.8239354433962112,2,1
0.8227899693050565,2,1
0.696702661240719,1,1
0.7423514100460797,1,1
0.7200507348044969,2,1
0.7918361281632164,0,1
0.7743372167678054,2,1
0.7397971232255277,0,1
0.7048007081939857,1,1
0.6755167378444099,1,1
0.5833719007297976,2,1
0.3512684946036387,2,1
0.6080563318817614,2,1
0.6778096775847177,2,1
0.673916145827132,2,1
0.34137506108972976,0,1
0.8134291806667299,2,1
0.5108202462453053,0,1
0.7863217491427126,2,1
0.6825160619457377,2,1
0.7403605837397551,0,1
0.44719497483056236,1,1
0.5798612719699426,1,1
0.5787319002857262,0,1
0.46165831564007137,0,1
0.6232378465388954,0,1
0.7438969150536461,0,1
0.5271251762937087,2,1
0.5741814216792598,1,1
0.5563357997966797,2,1
0.6204207062121083,2,1
0.6633665761910988,2,1
0.6464594965255925,0,1
0.6780994862426805,0,1
0.6259818977490594,1,1
0.764459891679864,2,1
0.7344973859676761,2,1
0.7407400557335282,1,1
0.7355681625316104,2,1
0.7444010225185516,0,1
0.7790643403201853,2,1
0.7214217383431993,2,1
0.7169024315783665,1,1
0.78328698953657,0,1
0.6690336785311883,0,1
0.6531500333976263,2,1
0.7279962923115383,1,1
0.8090332727041655,2,1
0.5638555737047681,0,1
0.7195363479134952,2,1
0.8012443288465836,0,1
0.657376234587237,1,1
0.5096592032792278,0,1
0.5535251513699964,1,1
0.5204446017618845,2,1
0.8099674657850607,0,1
0.47024094367233843,0,1
0.796933657118413,2,1
0.5374410238901393,2,1
0.44963290513908,1,1
0.6495413878495544,2,1
0.6534672046963916,1,1
0.6744695187852157,2,1
0.7011674262648613,0,1
0.45017484577246814,2,1
0.7368863110558501,2,1
0.6865885606972175,2,1
0.6670397144294262,2,1
0.5954989841609207,0,1
0.6368469160200523,2,1
0.7455384159819914,0,1
0.6158505887407552,2,1
0.7832887849093134,1,1
0.797159689837568,1,1
0.4811965650797859,2,1
0.7503539940109943,2,1
0.6765461096764623,0,1
0.6059782533557396,2,1
0.13954937843192983,0,1
0.1824317550468611,0,1
0.7560431531130442,2,1
0.7433062921579576,0,1
0.47660326513076456,0,1
0.8272126296571003,0,1
0.6914647507818659,0,1
0.7849904659707168,0,1
0.8023049829400412,0,1
0.8238234964685587,2,1
0.7297174059276659,2,1
0.7191414598815072,0,1
0.781171208837199,0,1
0.3957909293461072,1,1
0.6928717268594485,0,1
0.49741174013853773,2,1
0.6816064057489268,1,1
0.6395959857507583,2,1
0.5864079002453517,2,1
0.6759569173111134,2,1
0.7298002862703928,1,1
0.7268722797212488,2,1
0.70818057748028,2,1
0.7398505927272777,2,1
0.6924850984708254,2,1
0.5834651038918601,2,1
0.7165731173170937,2,1
0.776328169648645,2,1
0.6431467360618103,2,1
0.7973255475488876,2,1
0.8485429017292693,0,1
0.8818229561656461,0,1
0.7626490776249478,2,1
0.6691341339000273,0,1
0.6933234927289119,0,1
0.4845805582197404,0,1
0.7333234084479529,2,1
0.7696820539488024,0,1
0.8038922196017485,2,1
0.72720688526266,0,1
0.6996530215450213,2,1
0.5952883740881418,0,1
0.6361801915035865,0,1
0.7519327328904756,1,1
0.5810934401388133,2,1
0.6039276921008373,0,1
0.5425623992517706,0,1
0.5457225545863481,2,1
0.6924051021609484,1,1
0.540278296720166,2,1
0.6624291813575989,2,1
0.8453820019033196,2,1
0.5529856674635757,2,1
0.8048208294837902,0,1
0.4928904928636554,2,1
0.8208505935413092,2,1
0.7697018339262827,0,1
0.8173347313818636,0,1
0.7846276115276131,2,1
0.8245700851469489,2,1
0.7516842886383337,2,1
0.846589268536944,2,1
0.6986642057680702,0,1
0.8229066086731183,2,1
0.7505699208222445,2,1
0.7219885321322732,2,1
0.8107654739132765,2,1
0.7655756016989214,2,1
0.6747692027828565,2,1
0.7721073783019107,2,1
0.6935382923809806,0,1
0.8002256348425761,0,1
0.7148666930751805,0,1
0.6819821189234679,2,1
0.7900564132597342,2,1
0.7415384606790346,2,1
0.6871793034903936,2,1
0.720995147073062,2,1
0.7562991289012104,2,1
0.5770029044854693,2,1
0.86253502751093,2,1
0.7628724455925534,2,1
0.788111805161506,2,1
0.7076547647175974,1,1
0.6643287460330405,0,1
0.860107566057227,2,1
0.7361788774628557,2,1
0.8104132459785989,2,1
0.7459314004409108,2,1
0.5164227877403577,2,1
0.8705589902038976,2,1
0.6606911231012809,2,1
0.6614837101455276,1,1
0.7420707419515103,0,1
0.7296859900370385,0,1
0.5863699337699557,1,1
0.4928184861277932,1,1
0.49402588005771314,1,1
0.854309911087479,2,1
0.7177466301991691,2,1
0.8804776595301913,0,1
0.7553996886317613,2,1
0.6737668564491051,0,1
0.8151390771431957,0,1
0.7309689579231439,0,1
0.8342475867491401,2,1
0.6863837350360857,2,1
0.6882967647896158,2,1
0.4896419510005832,1,1
0.6964233479544186,0,1
0.7577575472211341,2,1
0.5621281650083353,2,1
0.7566185132408308,2,1
0.6704644369181278,1,1
0.6716640083637797,0,1
0.7803826057390992,0,1
0.7127599642403809,0,1
0.8208532583292896,0,1
0.8245354143977031,2,1
0.7031621993115521,0,1
0.8210646514868455,2,1
0.6331046291803212,2,1
0.8127184130230448,0,1
0.6930625099351613,0,1
0.8085592552289481,2,1
0.7717938720668945,2,1
0.8057379972286991,0,1
0.6039805902244336,0,1
0.5612109829933114,0,1
0.8244162849402419,0,1
0.7990426839303488,0,1
0.5233029073811291,2,1
0.8421721569015568,2,1
0.7600351572447208,0,1
0.7784912263486562,2,1
0.6579018578194804,2,1
0.8016166401682682,0,1
0.8072596964890425,2,1
0.8351750988194503,0,1
0.7894591487695624,2,1
0.7595750100946392,2,1
0.40601479756906644,2,1
0.7284612633843637,2,1
0.6935208135579135,2,1
0.7336266464808935,2,1
0.5337281573105432,2,1
0.7082339995930531,2,1
0.5593654636146115,2,1
0.6349028289391417,2,1
0.6268667491211262,2,1
0.7221959719563592,2,1
0.5163094540363794,2,1
0.6418833455838224,2,1
0.6465570616880557,2,1
0.7304403312191333,1,1
0.5199490359582112,0,1
0.6070668435965939,2,1
0.609465137103531,2,1
0.7914361750502187,0,1
0.6382353288636416,2,1
0.7548607311819415,2,1
0.6516758631513575,2,1
0.724800929809499,2,1
0.5677249870274638,2,1
0.5284924629430666,2,1
0.7626227112104714,1,1
0.6772403961446433,1,1
0.6959227792526724,2,1
0.6190468372905346,0,1
0.7647498205083452,2,1
0.5454371215304635,2,1
0.5912893168962342,2,1
0.5254626057569555,1,1
0.3848001696573958,0,1
0.5363399323975776,2,1
0.6630535777423064,1,1
0.7245115483338697,2,1
0.7624349095870275,1,1
0.6481813756941215,0,1
0.6652843589120897,0,1
0.5074687468070987,0,1
0.6405688265694599,2,1
0.6933323558938195,2,1
0.7396363566375351,0,1
0.5095218541930718,1,1
0.6424600470999424,2,1
0.5356747584224535,2,1
0.5056303271137247,2,1
0.7261398976178626,0,1
0.5187429101224323,2,1
0.701843583460019,2,1
0.7379648687070055,2,1
0.574937194231756,2,1
0.6672947989052902,2,1
0.7526243168391036,0,1
0.5589001333494812,2,1
0.602501597286945,2,1
0.7327258211254439,0,1
0.6924669144005693,2,1
0.8610270901376913,2,1
0.6383106688024911,2,1
0.7520617647110789,0,1
0.7837364319096367,2,1
0.694476501576891,2,1
0.7967291649879483,2,1
0.8212235440112577,0,1
0.7848512082426775,2,1
0.733476986408459,0,1
0.8280333118202131,2,1
0.7414888648540002,2,1
0.6257865589055824,0,1
0.7814043498108518,2,1
0.8541618002554721,0,1
0.8344686911297119,2,1
0.5896376828512352,2,1
0.4959550322270069,2,1
0.7024159385708061,2,1
0.8822092799680263,2,1
0.646610080945021,2,1
0.5849127728648031,1,1
0.7481322198154947,2,1
0.7862455360528801,2,1
0.7371473797524164,2,1
0.711501823399914,2,1
0.6903075820310938,2,1
0.5963165190916038,2,1
0.8351313131408399,2,1
0.6650902122937665,0,1
0.763899417960116,0,1
0.6057579695732722,2,1
0.8499995276892618,1,1
0.7390666353299953,2,1
0.4960279839273381,2,1
0.6396318074940458,1,1
0.6002008369728393,0,1
0.7699060074329166,0,1
0.7481181849169958,2,1
0.5192863356304421,2,1
0.4708029981240611,1,1
0.5963426522207751,2,1
0.5813251928676464,2,1
0.7172250669456006,2,1
0.6624790208317778,2,1
0.6284577187020113,2,1
0.5070097930156703,2,1
0.7999737599268721,2,1
0.7514330343065763,2,1
0.42833401227085155,0,1
0.472242714579294,1,1
0.7269485149346219,2,1
0.7173122024243488,0,1
0.758951134987819,2,1
0.7970374534914776,2,1
0.7994147478851463,2,1
0.6413221546384492,1,1
0.6784318458806174,0,1
0.6278645975665593,2,1
0.8146923926738858,0,1
0.33648024814479144,0,1
0.6030780668550436,0,1
0.6846706257573809,0,1
0.7801487476079355,0,1
0.8073343823244263,2,1
0.7760174205487196,0,1
0.7084679861111463,2,1
0.629595461421427,2,1
0.685943042996888,0,1
0.8184110005578518,0,1
0.6251700282342108,0,1
0.8158746747496816,2,1
0.7680443771012784,2,1
0.7307312960488247,2,1
0.6516327399071455,2,1
0.7667340612395143,2,1
0.7730592035868021,0,1
0.8027482711201238,2,1
0.8387117442287478,2,1
0.6414105451079658,0,1
0.39663379340985644,0,1
0.48817592061729465,0,1
0.7395254999669385,2,1
0.7602388333700407,0,1
0.6123395839527387,0,1
0.6486931502322796,0,1
0.6806484954672283,2,1
0.37717860492754823,1,1
0.5467277465144034,2,1
0.6012315151721673,0,1
0.7376082309754171,2,1
0.6064121750414754,2,1
0.866076633686496,2,1
0.7189558604906874,2,1
0.826949765999282,0,1
0.8311929216939965,0,1
0.7536327833307591,0,1
0.6838808574194836,0,1
0.5666750038309858,2,1
0.7253319766175605,2,1
0.5522159931294188,0,1
0.8623093678662845,0,1
0.7514270528737883,0,1
0.6902554500408892,0,1
0.7105024029341991,2,1
0.7258105132810759,2,1
0.5509907212262235,2,1
0.7579112671743994,2,1
0.8045602088490932,2,1
0.5637395863308021,1,1
0.7374176229255177,2,1
0.6140798012429526,1,1
0.8487426578390675,2,1
0.8544439683332363,2,1
0.685404314002895,2,1
0.4683911582297854,1,1
0.8034723522020966,2,1
0.5483246930337005,2,1
0.595238743116456,0,1
0.6983145936592656,2,1
0.6504045264585623,0,1
0.6264357886304615,2,1
0.7095677560386576,0,1
0.6362958914137374,0,1
0.7892309335509952,0,1
0.7166110024219517,2,1
0.6528002782918361,2,1
0.7308637136364273,1,1
0.612323890875835,2,1
0.7613985383776241,1,1
0.45887704049762934,0,1
0.7971986536228168,0,1
0.7471199504148174,2,1
0.8229202572528865,2,1
0.7756164755451821,2,1
0.8960078275818697,0,1
0.8805822886756782,2,1
0.7718842954781743,0,1
0.6888749555531255,2,1
0.834091498286024,2,1
0.7714262758164274,0,1
0.6444462669942359,0,1
0.5819409683233749,2,1
0.6552705034217444,2,1
0.4385634418919875,0,1
0.6966512634378461,0,1
0.560996411898058,2,1
0.599407760120865,0,1
0.5993211560677042,0,1
0.8227724214743345,2,1
0.7331348141583527,2,1
0.6658564450927763,1,1
0.5952284294856117,0,1
0.46001211213873766,1,1
0.780719507856393,0,1
0.6155466446558746,0,1
0.6277396102024744,2,1
0.6163637689309809,0,1
0.8253566768748132,2,1
0.55982011722304,1,1
0.6197065533647672,2,1
0.8291559059110141,0,1
0.4463848226955904,0,1
0.7675723683728205,2,1
0.7537660388679569,2,1
0.7190637258178985,2,1
0.5890864079563783,1,1
0.6146858823087001,0,1
0.7607438285349655,2,1
0.7722931738578539,1,1
0.6513140108612496,2,1
0.6839511995835523,0,1
0.6555562357619374,0,1
0.6751917888220528,2,1
0.44591595133809,0,1
0.7898694852762856,2,1
0.7003871202674763,2,1
0.5104094704171143,0,1
0.8343145894473983,2,1
0.7626201674363028,2,1
0.7879920358640422,2,1
0.4691786545661711,1,1
0.7514183273003346,2,1
0.6744782868744876,0,1
0.7373296542363841,2,1
0.6730677411398558,2,1
0.5431529346714763,2,1
0.7458064229507398,2,1
0.7212688592272175,0,1
0.6216934302554565,2,1
0.7391965947943884,0,1
0.7639195343682154,1,1
0.4965429302699253,2,1
0.7617699552423397,0,1
0.7514323046329948,2,1
0.7061422314949413,2,1
0.5456648367201383,0,1
0.8308365154869617,2,1
0.6088259387568801,0,1
0.6088259387568801,0,1
0.789193814046554,0,1
0.4299673501361535,2,1
0.836218991608319,0,1
0.8479412679874239,0,1
0.6783566073592012,0,1
0.8276698373614573,2,1
0.5597898330238315,2,1
0.8009587826836534,0,1
0.7393382175761235,2,1
0.5276314229454062,2,1
0.6746102895241854,0,1
0.6633320928296073,2,1
0.6888511179932678,2,1
0.8266176473967205,0,1
0.6964733097422998,0,1
0.668407054145372,2,1
0.8155470472124292,0,1
0.7516725990148923,2,1
0.5082313353811395,0,1
0.5367130561018492,2,1
0.7102569725260405,2,1
0.7498984746531502,0,1
0.6972542497493719,2,1
0.5132243116967597,0,1
0.651843286027535,0,1
0.36991932010208406,0,1
0.8807550739292023,2,1
0.6632474594335753,0,1
0.6157405034631697,0,1
0.5503739907504903,0,1
0.575992964072447,0,1
0.6906109452295309,0,1
0.7114037160550163,0,1
0.6008314037139774,0,1
0.6307705484317809,2,1
0.4631724104725835,0,1
0.583967463588119,0,1
0.7987827070862075,0,1
0.6669524299083227,2,1
0.6495334842038442,0,1
0.7628575705592433,2,1
0.5499773510000121,0,1
0.7541722545736462,2,1
0.68335786331258,2,1
0.4985415661683914,0,1
0.8087587178299518,0,1
0.8066196216955558,0,1
0.5991173278226822,0,1
0.47644337254908325,2,1
0.7590199612262427,2,1
0.8562255373825535,2,1
0.7182245174182346,2,1
0.6173742978249329,2,1
0.6510638636738821,0,1
0.7754634673075127,0,1
0.533119952541832,2,1
0.5884122236972471,0,1
0.7432497627333824,0,1
0.7607777068992407,0,1
0.6794675315714366,0,1
0.8179441907098942,0,1
0.7791754152879455,2,1
0.590652577166819,0,1
0.7263872935697375,0,1
0.5067352225527086,2,1
0.6551705101302897,0,1
0.6232054600396033,0,1
0.819270032175859,2,1
0.7935487565162617,0,1
0.7857096321584064,0,1
0.7002213861102279,0,1
0.6921674920902063,0,1
0.824330948112721,2,1
0.6752640236896184,2,1
0.7072835068198416,0,1
0.7273062129102026,0,1
0.8477904576007976,2,1
0.5882005176622839,0,1
0.8506925984897384,0,1
0.8850931518530634,0,1
